task_id,batch_time,samples_in_batch
batch_0_0,33.76430344581604,8
batch_0_1,33.474690198898315,8
batch_0_2,34.115217208862305,8
batch_0_3,33.19856572151184,8
batch_0_4,35.630340576171875,8
batch_0_5,34.066465616226196,8
batch_0_6,33.487327337265015,8
batch_0_7,33.76121163368225,8
batch_0_8,36.78264880180359,8
batch_0_9,36.66135931015015,8
batch_0_10,35.8021035194397,8
batch_0_11,36.92905879020691,8
batch_0_12,33.83157467842102,8
batch_0_13,36.49512028694153,8
batch_0_14,36.969953298568726,8
batch_0_15,36.337087631225586,8
batch_0_16,38.257200479507446,8
batch_0_17,34.660906076431274,8
batch_0_18,34.63388276100159,8
batch_0_19,36.22006940841675,8
batch_0_20,31.95209836959839,4
batch_1_0,33.156243562698364,8
batch_1_1,33.86326003074646,8
batch_1_2,34.08533024787903,8
batch_1_3,33.224045753479004,8
batch_1_4,35.58912205696106,8
batch_1_5,33.89972400665283,8
batch_1_6,33.35428333282471,8
batch_1_7,33.60343408584595,8
batch_1_8,36.75106167793274,8
batch_1_9,36.73470377922058,8
batch_1_10,35.93862867355347,8
batch_1_11,36.99418902397156,8
batch_1_12,33.77622032165527,8
batch_1_13,36.33810877799988,8
batch_1_14,36.90176439285278,8
batch_1_15,36.28008556365967,8
batch_1_16,38.34927558898926,8
batch_1_17,34.82811665534973,8
batch_1_18,34.82860040664673,8
batch_1_19,36.28514337539673,8
batch_1_20,31.8202645778656,4
batch_2_0,33.07219052314758,8
batch_2_1,33.448174238204956,8
batch_2_2,34.077741861343384,8
batch_2_3,33.31595802307129,8
batch_2_4,35.778849840164185,8
batch_2_5,34.100189447402954,8
batch_2_6,33.44231963157654,8
batch_2_7,33.49661612510681,8
batch_2_8,36.57852029800415,8
batch_2_9,36.63803791999817,8
batch_2_10,35.95722270011902,8
batch_2_11,36.992700815200806,8
batch_2_12,33.93962478637695,8
batch_2_13,36.45908236503601,8
batch_2_14,37.21873235702515,8
batch_2_15,36.15809106826782,8
batch_2_16,38.20558261871338,8
batch_2_17,34.71481776237488,8
batch_2_18,34.79129457473755,8
batch_2_19,36.31908440589905,8
batch_2_20,32.02613806724548,4
batch_3_0,33.11043310165405,8
batch_3_1,33.39634728431702,8
batch_3_2,33.880043745040894,8
batch_3_3,33.17911124229431,8
batch_3_4,35.685508489608765,8
batch_3_5,34.0662100315094,8
batch_3_6,33.47474694252014,8
batch_3_7,33.723182916641235,8
batch_3_8,36.73944354057312,8
batch_3_9,36.54285478591919,8
batch_3_10,35.814613819122314,8
batch_3_11,36.85918951034546,8
batch_3_12,33.83568072319031,8
batch_3_13,36.47905969619751,8
batch_3_14,36.98039960861206,8
batch_3_15,36.301870346069336,8
batch_3_16,38.268680572509766,8
batch_3_17,34.67181324958801,8
batch_3_18,34.68546509742737,8
batch_3_19,36.189422369003296,8
batch_3_20,31.98264789581299,4
batch_4_0,33.13115668296814,8
batch_4_1,33.56864547729492,8
batch_4_2,34.07893753051758,8
