task_id,batch_time,samples_in_batch
batch_0_0,13.203591108322144,8
batch_0_1,11.024261951446533,8
batch_0_2,11.472615480422974,8
batch_0_3,10.732297658920288,8
batch_0_4,13.091190576553345,8
batch_0_5,11.465871572494507,8
batch_0_6,10.953831195831299,8
batch_0_7,11.179554462432861,8
batch_0_8,14.075262069702148,8
batch_0_9,14.076578378677368,8
batch_0_10,13.349021196365356,8
batch_0_11,14.323356628417969,8
batch_0_12,11.381188869476318,8
batch_0_13,13.81078314781189,8
batch_0_14,14.317225694656372,8
batch_0_15,13.663795948028564,8
batch_0_16,15.558916568756104,8
batch_0_17,12.239211320877075,8
batch_0_18,12.1907479763031,8
batch_0_19,13.669211387634277,8
batch_0_20,7.6779944896698,4
batch_1_0,10.628931999206543,8
batch_1_1,11.008342981338501,8
batch_1_2,11.455118656158447,8
batch_1_3,10.722579002380371,8
batch_1_4,13.077063798904419,8
batch_1_5,11.458554029464722,8
batch_1_6,10.94598388671875,8
batch_1_7,11.17671012878418,8
batch_1_8,14.070303440093994,8
batch_1_9,14.070199489593506,8
batch_1_10,13.346320390701294,8
batch_1_11,14.326408386230469,8
batch_1_12,11.381375551223755,8
batch_1_13,13.8089599609375,8
batch_1_14,14.31812310218811,8
batch_1_15,13.659788608551025,8
batch_1_16,15.553255796432495,8
batch_1_17,12.237156867980957,8
batch_1_18,12.187849283218384,8
batch_1_19,13.667754650115967,8
batch_1_20,7.671351194381714,4
batch_2_0,10.628928899765015,8
batch_2_1,11.006516933441162,8
batch_2_2,11.452834606170654,8
batch_2_3,10.721291780471802,8
batch_2_4,13.080167055130005,8
batch_2_5,11.460167646408081,8
batch_2_6,10.946534395217896,8
batch_2_7,11.174251317977905,8
batch_2_8,14.070659160614014,8
batch_2_9,14.073567152023315,8
batch_2_10,13.349679231643677,8
batch_2_11,14.330935955047607,8
batch_2_12,11.381314516067505,8
batch_2_13,13.809998035430908,8
batch_2_14,14.32289743423462,8
batch_2_15,13.661314249038696,8
batch_2_16,15.555428743362427,8
batch_2_17,12.236734390258789,8
batch_2_18,12.186049938201904,8
batch_2_19,13.674374341964722,8
batch_2_20,7.6761181354522705,4
batch_3_0,10.63321828842163,8
batch_3_1,11.008346557617188,8
batch_3_2,11.45931077003479,8
batch_3_3,10.729501485824585,8
batch_3_4,13.083258152008057,8
batch_3_5,11.458900928497314,8
batch_3_6,10.949466228485107,8
batch_3_7,11.178937673568726,8
batch_3_8,14.073907852172852,8
batch_3_9,14.078229188919067,8
batch_3_10,13.359500408172607,8
batch_3_11,14.3349027633667,8
batch_3_12,11.380528926849365,8
batch_3_13,13.817751407623291,8
batch_3_14,14.319665431976318,8
batch_3_15,13.659863233566284,8
batch_3_16,15.550451040267944,8
batch_3_17,12.236815214157104,8
batch_3_18,12.186688661575317,8
batch_3_19,13.667930603027344,8
batch_3_20,7.668767690658569,4
batch_4_0,10.630545616149902,8
batch_4_1,11.01144003868103,8
batch_4_2,11.455170392990112,8
batch_4_3,10.72632384300232,8
batch_4_4,13.083710670471191,8
batch_4_5,11.465267896652222,8
batch_4_6,10.950672149658203,8
batch_4_7,11.18031644821167,8
batch_4_8,14.07489275932312,8
batch_4_9,14.070630073547363,8
batch_4_10,13.350837707519531,8
batch_4_11,14.323992013931274,8
batch_4_12,11.378684043884277,8
batch_4_13,13.806605339050293,8
batch_4_14,14.31277084350586,8
batch_4_15,13.661904335021973,8
batch_4_16,15.555278778076172,8
batch_4_17,12.242310523986816,8
batch_4_18,12.187103271484375,8
batch_4_19,13.671637296676636,8
batch_4_20,7.699683666229248,4
batch_5_0,10.634490251541138,8
batch_5_1,11.00371789932251,8
batch_5_2,11.452633619308472,8
batch_5_3,10.72269868850708,8
batch_5_4,13.077972173690796,8
batch_5_5,11.458863496780396,8
batch_5_6,10.947547674179077,8
batch_5_7,11.177038669586182,8
batch_5_8,14.072230815887451,8
batch_5_9,14.068355083465576,8
batch_5_10,13.344971179962158,8
batch_5_11,14.321624040603638,8
batch_5_12,11.377771615982056,8
batch_5_13,13.805224180221558,8
batch_5_14,14.315348386764526,8
batch_5_15,13.657989263534546,8
batch_5_16,15.550530195236206,8
batch_5_17,12.235537767410278,8
batch_5_18,12.18807578086853,8
batch_5_19,13.669866800308228,8
batch_5_20,7.660489320755005,4
batch_6_0,10.629096984863281,8
batch_6_1,11.006818771362305,8
batch_6_2,11.45374870300293,8
batch_6_3,10.720618963241577,8
batch_6_4,13.078607559204102,8
batch_6_5,11.459283590316772,8
batch_6_6,10.947747230529785,8
batch_6_7,11.182791709899902,8
batch_6_8,14.07307243347168,8
batch_6_9,14.07501482963562,8
batch_6_10,13.350728273391724,8
batch_6_11,14.327229738235474,8
batch_6_12,11.381773471832275,8
batch_6_13,13.809929132461548,8
batch_6_14,14.315094470977783,8
batch_6_15,13.657315015792847,8
batch_6_16,15.550731420516968,8
batch_6_17,12.239164352416992,8
batch_6_18,12.189766645431519,8
batch_6_19,13.66904067993164,8
batch_6_20,7.6800830364227295,4
batch_7_0,10.630502223968506,8
batch_7_1,11.007254838943481,8
batch_7_2,11.454963445663452,8
batch_7_3,10.724106550216675,8
batch_7_4,13.081566572189331,8
batch_7_5,11.460503101348877,8
batch_7_6,10.948307037353516,8
batch_7_7,11.177383661270142,8
batch_7_8,14.071838855743408,8
batch_7_9,14.069873809814453,8
batch_7_10,13.3462815284729,8
batch_7_11,14.326014995574951,8
batch_7_12,11.375662326812744,8
batch_7_13,13.804641246795654,8
batch_7_14,14.3170006275177,8
batch_7_15,13.654963731765747,8
batch_7_16,15.545981645584106,8
batch_7_17,12.234189510345459,8
batch_7_18,12.18398928642273,8
batch_7_19,13.662834644317627,8
batch_7_20,7.652454137802124,4
batch_8_0,10.626597166061401,8
batch_8_1,11.003538608551025,8
batch_8_2,11.453468084335327,8
batch_8_3,10.71973991394043,8
batch_8_4,13.076852321624756,8
batch_8_5,11.456870555877686,8
batch_8_6,10.946418046951294,8
batch_8_7,11.174718379974365,8
batch_8_8,14.067317008972168,8
batch_8_9,14.069173336029053,8
batch_8_10,13.344589710235596,8
batch_8_11,14.321032762527466,8
batch_8_12,11.375432014465332,8
batch_8_13,13.803224325180054,8
batch_8_14,14.312624454498291,8
batch_8_15,13.653286933898926,8
batch_8_16,15.546939134597778,8
batch_8_17,12.234987258911133,8
batch_8_18,12.185364007949829,8
batch_8_19,13.66294002532959,8
batch_8_20,7.662451505661011,4
batch_9_0,10.627286195755005,8
batch_9_1,11.006316184997559,8
batch_9_2,11.456817388534546,8
batch_9_3,10.725895643234253,8
batch_9_4,13.079238891601562,8
batch_9_5,11.460013628005981,8
batch_9_6,10.947669267654419,8
batch_9_7,11.177280902862549,8
batch_9_8,14.070559978485107,8
batch_9_9,14.073801040649414,8
