task_id,batch_time,samples_in_batch,time_per_sample
HumanEval/0,190.81884002685547,164,1.163529512358875
HumanEval/1,190.81884002685547,164,1.163529512358875
HumanEval/2,190.81884002685547,164,1.163529512358875
HumanEval/3,190.81884002685547,164,1.163529512358875
HumanEval/4,190.81884002685547,164,1.163529512358875
HumanEval/5,190.81884002685547,164,1.163529512358875
HumanEval/6,190.81884002685547,164,1.163529512358875
HumanEval/7,190.81884002685547,164,1.163529512358875
HumanEval/8,190.81884002685547,164,1.163529512358875
HumanEval/9,190.81884002685547,164,1.163529512358875
HumanEval/10,190.81884002685547,164,1.163529512358875
HumanEval/11,190.81884002685547,164,1.163529512358875
HumanEval/12,190.81884002685547,164,1.163529512358875
HumanEval/13,190.81884002685547,164,1.163529512358875
HumanEval/14,190.81884002685547,164,1.163529512358875
HumanEval/15,190.81884002685547,164,1.163529512358875
HumanEval/16,190.81884002685547,164,1.163529512358875
HumanEval/17,190.81884002685547,164,1.163529512358875
HumanEval/18,190.81884002685547,164,1.163529512358875
HumanEval/19,190.81884002685547,164,1.163529512358875
HumanEval/20,190.81884002685547,164,1.163529512358875
HumanEval/21,190.81884002685547,164,1.163529512358875
HumanEval/22,190.81884002685547,164,1.163529512358875
HumanEval/23,190.81884002685547,164,1.163529512358875
HumanEval/24,190.81884002685547,164,1.163529512358875
HumanEval/25,190.81884002685547,164,1.163529512358875
HumanEval/26,190.81884002685547,164,1.163529512358875
HumanEval/27,190.81884002685547,164,1.163529512358875
HumanEval/28,190.81884002685547,164,1.163529512358875
HumanEval/29,190.81884002685547,164,1.163529512358875
HumanEval/30,190.81884002685547,164,1.163529512358875
HumanEval/31,190.81884002685547,164,1.163529512358875
HumanEval/32,190.81884002685547,164,1.163529512358875
HumanEval/33,190.81884002685547,164,1.163529512358875
HumanEval/34,190.81884002685547,164,1.163529512358875
HumanEval/35,190.81884002685547,164,1.163529512358875
HumanEval/36,190.81884002685547,164,1.163529512358875
HumanEval/37,190.81884002685547,164,1.163529512358875
HumanEval/38,190.81884002685547,164,1.163529512358875
HumanEval/39,190.81884002685547,164,1.163529512358875
HumanEval/40,190.81884002685547,164,1.163529512358875
HumanEval/41,190.81884002685547,164,1.163529512358875
HumanEval/42,190.81884002685547,164,1.163529512358875
HumanEval/43,190.81884002685547,164,1.163529512358875
HumanEval/44,190.81884002685547,164,1.163529512358875
HumanEval/45,190.81884002685547,164,1.163529512358875
HumanEval/46,190.81884002685547,164,1.163529512358875
HumanEval/47,190.81884002685547,164,1.163529512358875
HumanEval/48,190.81884002685547,164,1.163529512358875
HumanEval/49,190.81884002685547,164,1.163529512358875
HumanEval/50,190.81884002685547,164,1.163529512358875
HumanEval/51,190.81884002685547,164,1.163529512358875
HumanEval/52,190.81884002685547,164,1.163529512358875
HumanEval/53,190.81884002685547,164,1.163529512358875
HumanEval/54,190.81884002685547,164,1.163529512358875
HumanEval/55,190.81884002685547,164,1.163529512358875
HumanEval/56,190.81884002685547,164,1.163529512358875
HumanEval/57,190.81884002685547,164,1.163529512358875
HumanEval/58,190.81884002685547,164,1.163529512358875
HumanEval/59,190.81884002685547,164,1.163529512358875
HumanEval/60,190.81884002685547,164,1.163529512358875
HumanEval/61,190.81884002685547,164,1.163529512358875
HumanEval/62,190.81884002685547,164,1.163529512358875
HumanEval/63,190.81884002685547,164,1.163529512358875
HumanEval/64,190.81884002685547,164,1.163529512358875
HumanEval/65,190.81884002685547,164,1.163529512358875
HumanEval/66,190.81884002685547,164,1.163529512358875
HumanEval/67,190.81884002685547,164,1.163529512358875
HumanEval/68,190.81884002685547,164,1.163529512358875
HumanEval/69,190.81884002685547,164,1.163529512358875
HumanEval/70,190.81884002685547,164,1.163529512358875
HumanEval/71,190.81884002685547,164,1.163529512358875
HumanEval/72,190.81884002685547,164,1.163529512358875
HumanEval/73,190.81884002685547,164,1.163529512358875
HumanEval/74,190.81884002685547,164,1.163529512358875
HumanEval/75,190.81884002685547,164,1.163529512358875
HumanEval/76,190.81884002685547,164,1.163529512358875
HumanEval/77,190.81884002685547,164,1.163529512358875
HumanEval/78,190.81884002685547,164,1.163529512358875
HumanEval/79,190.81884002685547,164,1.163529512358875
HumanEval/80,190.81884002685547,164,1.163529512358875
HumanEval/81,190.81884002685547,164,1.163529512358875
HumanEval/82,190.81884002685547,164,1.163529512358875
HumanEval/83,190.81884002685547,164,1.163529512358875
HumanEval/84,190.81884002685547,164,1.163529512358875
HumanEval/85,190.81884002685547,164,1.163529512358875
HumanEval/86,190.81884002685547,164,1.163529512358875
HumanEval/87,190.81884002685547,164,1.163529512358875
HumanEval/88,190.81884002685547,164,1.163529512358875
HumanEval/89,190.81884002685547,164,1.163529512358875
HumanEval/90,190.81884002685547,164,1.163529512358875
HumanEval/91,190.81884002685547,164,1.163529512358875
HumanEval/92,190.81884002685547,164,1.163529512358875
HumanEval/93,190.81884002685547,164,1.163529512358875
HumanEval/94,190.81884002685547,164,1.163529512358875
HumanEval/95,190.81884002685547,164,1.163529512358875
HumanEval/96,190.81884002685547,164,1.163529512358875
HumanEval/97,190.81884002685547,164,1.163529512358875
HumanEval/98,190.81884002685547,164,1.163529512358875
HumanEval/99,190.81884002685547,164,1.163529512358875
HumanEval/100,190.81884002685547,164,1.163529512358875
HumanEval/101,190.81884002685547,164,1.163529512358875
HumanEval/102,190.81884002685547,164,1.163529512358875
HumanEval/103,190.81884002685547,164,1.163529512358875
HumanEval/104,190.81884002685547,164,1.163529512358875
HumanEval/105,190.81884002685547,164,1.163529512358875
HumanEval/106,190.81884002685547,164,1.163529512358875
HumanEval/107,190.81884002685547,164,1.163529512358875
HumanEval/108,190.81884002685547,164,1.163529512358875
HumanEval/109,190.81884002685547,164,1.163529512358875
HumanEval/110,190.81884002685547,164,1.163529512358875
HumanEval/111,190.81884002685547,164,1.163529512358875
HumanEval/112,190.81884002685547,164,1.163529512358875
HumanEval/113,190.81884002685547,164,1.163529512358875
HumanEval/114,190.81884002685547,164,1.163529512358875
HumanEval/115,190.81884002685547,164,1.163529512358875
HumanEval/116,190.81884002685547,164,1.163529512358875
HumanEval/117,190.81884002685547,164,1.163529512358875
HumanEval/118,190.81884002685547,164,1.163529512358875
HumanEval/119,190.81884002685547,164,1.163529512358875
HumanEval/120,190.81884002685547,164,1.163529512358875
HumanEval/121,190.81884002685547,164,1.163529512358875
HumanEval/122,190.81884002685547,164,1.163529512358875
HumanEval/123,190.81884002685547,164,1.163529512358875
HumanEval/124,190.81884002685547,164,1.163529512358875
HumanEval/125,190.81884002685547,164,1.163529512358875
HumanEval/126,190.81884002685547,164,1.163529512358875
HumanEval/127,190.81884002685547,164,1.163529512358875
HumanEval/128,190.81884002685547,164,1.163529512358875
HumanEval/129,190.81884002685547,164,1.163529512358875
