task_id,batch_time,samples_in_batch
batch_0_0,7.909683704376221,8
batch_0_1,7.848659992218018,8
batch_0_2,8.190751791000366,8
batch_0_3,7.704312801361084,8
batch_0_4,9.320966482162476,8
batch_0_5,8.237110376358032,8
batch_0_6,7.837570905685425,8
batch_0_7,7.95987343788147,8
batch_0_8,10.125567197799683,8
batch_0_9,9.934776067733765,8
batch_0_10,9.583077430725098,8
batch_0_11,9.81582236289978,8
batch_0_12,8.021429061889648,8
batch_0_13,9.981945753097534,8
batch_0_14,10.268902063369751,8
batch_0_15,9.502665042877197,8
batch_0_16,11.161165237426758,8
batch_0_17,8.801130533218384,8
batch_0_18,8.77906584739685,8
batch_0_19,9.691673755645752,8
batch_0_20,5.709911823272705,4
batch_1_0,7.828704118728638,8
batch_1_1,7.948721647262573,8
batch_1_2,8.274712085723877,8
batch_1_3,7.734477758407593,8
batch_1_4,9.477958679199219,8
batch_1_5,8.297849655151367,8
batch_1_6,7.90838098526001,8
batch_1_7,8.066389322280884,8
batch_1_8,10.160392761230469,8
batch_1_9,9.939577579498291,8
batch_1_10,9.458741426467896,8
batch_1_11,9.656867742538452,8
batch_1_12,7.8788087368011475,8
batch_1_13,9.803913831710815,8
batch_1_14,10.129018783569336,8
batch_1_15,9.308418273925781,8
batch_1_16,11.249833106994629,8
batch_1_17,8.885060787200928,8
batch_1_18,8.844500064849854,8
batch_1_19,9.704772472381592,8
batch_1_20,5.621363401412964,4
batch_2_0,7.688438177108765,8
batch_2_1,7.887603998184204,8
batch_2_2,8.168404817581177,8
batch_2_3,7.68927001953125,8
batch_2_4,9.401486158370972,8
batch_2_5,8.129364490509033,8
batch_2_6,7.8913960456848145,8
batch_2_7,8.007314682006836,8
batch_2_8,10.213150024414062,8
batch_2_9,10.01525354385376,8
batch_2_10,9.68292760848999,8
batch_2_11,9.902132272720337,8
batch_2_12,8.100644588470459,8
batch_2_13,10.028614044189453,8
batch_2_14,10.383251667022705,8
batch_2_15,9.563027620315552,8
batch_2_16,11.2721688747406,8
batch_2_17,8.887300729751587,8
batch_2_18,8.823503732681274,8
batch_2_19,9.740224838256836,8
batch_2_20,5.820552587509155,4
batch_3_0,7.783719539642334,8
batch_3_1,7.9121904373168945,8
batch_3_2,8.234648704528809,8
batch_3_3,7.698902130126953,8
batch_3_4,9.418367385864258,8
batch_3_5,8.28982138633728,8
batch_3_6,7.868816137313843,8
batch_3_7,8.058554649353027,8
batch_3_8,10.217420101165771,8
batch_3_9,10.035808801651001,8
batch_3_10,9.661831140518188,8
batch_3_11,9.889765501022339,8
batch_3_12,8.057059288024902,8
