task_id,batch_time,samples_in_batch
batch_0_0,56.264960289001465,8
batch_0_1,56.27054452896118,8
batch_0_2,56.68590521812439,8
batch_0_3,55.951565980911255,8
batch_0_4,58.281776666641235,8
batch_0_5,56.69163799285889,8
batch_0_6,56.17471981048584,8
batch_0_7,56.37135910987854,8
batch_0_8,59.30792570114136,8
batch_0_9,59.02647686004639,8
batch_0_10,58.49805045127869,8
batch_0_11,58.77699375152588,8
batch_0_12,56.46137094497681,8
batch_0_13,59.032103538513184,8
batch_0_14,59.40227651596069,8
batch_0_15,58.37986612319946,8
batch_0_16,60.76031446456909,8
batch_0_17,57.47033071517944,8
batch_0_18,57.43697738647461,8
batch_0_19,58.68119144439697,8
batch_0_20,54.829416275024414,4
batch_1_0,55.902915477752686,8
batch_1_1,56.23773169517517,8
batch_1_2,56.63868498802185,8
batch_1_3,55.929102659225464,8
batch_1_4,58.25457167625427,8
batch_1_5,56.70364761352539,8
batch_1_6,56.16614055633545,8
batch_1_7,56.366684675216675,8
batch_1_8,59.27019786834717,8
batch_1_9,59.07262659072876,8
batch_1_10,58.51484489440918,8
batch_1_11,58.79301714897156,8
batch_1_12,56.463980197906494,8
batch_1_13,59.038734912872314,8
batch_1_14,59.418110370635986,8
batch_1_15,58.40979862213135,8
batch_1_16,60.77915287017822,8
batch_1_17,57.58817100524902,8
batch_1_18,57.41408562660217,8
batch_1_19,58.61156916618347,8
batch_1_20,54.78122806549072,4
batch_2_0,55.892046213150024,8
batch_2_1,56.22127103805542,8
batch_2_2,56.62639284133911,8
batch_2_3,55.91697144508362,8
batch_2_4,58.254798412323,8
batch_2_5,56.65479874610901,8
batch_2_6,56.14646315574646,8
batch_2_7,56.348936557769775,8
batch_2_8,59.222904682159424,8
batch_2_9,58.97614598274231,8
batch_2_10,58.455519914627075,8
batch_2_11,58.7268750667572,8
batch_2_12,56.434457778930664,8
batch_2_13,58.981510639190674,8
batch_2_14,59.36379861831665,8
batch_2_15,58.374640226364136,8
batch_2_16,60.751837968826294,8
batch_2_17,57.420796632766724,8
batch_2_18,57.39547801017761,8
batch_2_19,58.63441753387451,8
batch_2_20,54.74794554710388,4
batch_3_0,55.85951900482178,8
batch_3_1,56.18265461921692,8
batch_3_2,56.62512516975403,8
batch_3_3,55.8915433883667,8
batch_3_4,58.21821618080139,8
batch_3_5,56.661471366882324,8
batch_3_6,56.131054639816284,8
batch_3_7,56.313148975372314,8
batch_3_8,59.20980405807495,8
batch_3_9,58.95499277114868,8
batch_3_10,58.455018758773804,8
batch_3_11,58.746699810028076,8
batch_3_12,56.463818073272705,8
batch_3_13,58.96218538284302,8
batch_3_14,59.350921392440796,8
batch_3_15,58.362653732299805,8
batch_3_16,60.71343779563904,8
batch_3_17,57.40216064453125,8
batch_3_18,57.31648015975952,8
batch_3_19,58.54331135749817,8
batch_3_20,54.6636528968811,4
batch_4_0,55.760525703430176,8
batch_4_1,56.095776319503784,8
batch_4_2,56.52696347236633,8
