task_id,batch_time,samples_in_batch,time_per_sample
HumanEval/0,3248.007675409317,164,19.80492485005681
HumanEval/1,3248.007675409317,164,19.80492485005681
HumanEval/2,3248.007675409317,164,19.80492485005681
HumanEval/3,3248.007675409317,164,19.80492485005681
HumanEval/4,3248.007675409317,164,19.80492485005681
HumanEval/5,3248.007675409317,164,19.80492485005681
HumanEval/6,3248.007675409317,164,19.80492485005681
HumanEval/7,3248.007675409317,164,19.80492485005681
HumanEval/8,3248.007675409317,164,19.80492485005681
HumanEval/9,3248.007675409317,164,19.80492485005681
HumanEval/10,3248.007675409317,164,19.80492485005681
HumanEval/11,3248.007675409317,164,19.80492485005681
HumanEval/12,3248.007675409317,164,19.80492485005681
HumanEval/13,3248.007675409317,164,19.80492485005681
HumanEval/14,3248.007675409317,164,19.80492485005681
HumanEval/15,3248.007675409317,164,19.80492485005681
HumanEval/16,3248.007675409317,164,19.80492485005681
HumanEval/17,3248.007675409317,164,19.80492485005681
HumanEval/18,3248.007675409317,164,19.80492485005681
HumanEval/19,3248.007675409317,164,19.80492485005681
HumanEval/20,3248.007675409317,164,19.80492485005681
HumanEval/21,3248.007675409317,164,19.80492485005681
HumanEval/22,3248.007675409317,164,19.80492485005681
HumanEval/23,3248.007675409317,164,19.80492485005681
HumanEval/24,3248.007675409317,164,19.80492485005681
HumanEval/25,3248.007675409317,164,19.80492485005681
HumanEval/26,3248.007675409317,164,19.80492485005681
HumanEval/27,3248.007675409317,164,19.80492485005681
HumanEval/28,3248.007675409317,164,19.80492485005681
HumanEval/29,3248.007675409317,164,19.80492485005681
HumanEval/30,3248.007675409317,164,19.80492485005681
HumanEval/31,3248.007675409317,164,19.80492485005681
HumanEval/32,3248.007675409317,164,19.80492485005681
HumanEval/33,3248.007675409317,164,19.80492485005681
HumanEval/34,3248.007675409317,164,19.80492485005681
HumanEval/35,3248.007675409317,164,19.80492485005681
HumanEval/36,3248.007675409317,164,19.80492485005681
HumanEval/37,3248.007675409317,164,19.80492485005681
HumanEval/38,3248.007675409317,164,19.80492485005681
HumanEval/39,3248.007675409317,164,19.80492485005681
HumanEval/40,3248.007675409317,164,19.80492485005681
HumanEval/41,3248.007675409317,164,19.80492485005681
HumanEval/42,3248.007675409317,164,19.80492485005681
HumanEval/43,3248.007675409317,164,19.80492485005681
HumanEval/44,3248.007675409317,164,19.80492485005681
HumanEval/45,3248.007675409317,164,19.80492485005681
HumanEval/46,3248.007675409317,164,19.80492485005681
HumanEval/47,3248.007675409317,164,19.80492485005681
HumanEval/48,3248.007675409317,164,19.80492485005681
HumanEval/49,3248.007675409317,164,19.80492485005681
HumanEval/50,3248.007675409317,164,19.80492485005681
HumanEval/51,3248.007675409317,164,19.80492485005681
HumanEval/52,3248.007675409317,164,19.80492485005681
HumanEval/53,3248.007675409317,164,19.80492485005681
HumanEval/54,3248.007675409317,164,19.80492485005681
HumanEval/55,3248.007675409317,164,19.80492485005681
HumanEval/56,3248.007675409317,164,19.80492485005681
HumanEval/57,3248.007675409317,164,19.80492485005681
HumanEval/58,3248.007675409317,164,19.80492485005681
HumanEval/59,3248.007675409317,164,19.80492485005681
HumanEval/60,3248.007675409317,164,19.80492485005681
HumanEval/61,3248.007675409317,164,19.80492485005681
HumanEval/62,3248.007675409317,164,19.80492485005681
HumanEval/63,3248.007675409317,164,19.80492485005681
HumanEval/64,3248.007675409317,164,19.80492485005681
HumanEval/65,3248.007675409317,164,19.80492485005681
HumanEval/66,3248.007675409317,164,19.80492485005681
HumanEval/67,3248.007675409317,164,19.80492485005681
HumanEval/68,3248.007675409317,164,19.80492485005681
HumanEval/69,3248.007675409317,164,19.80492485005681
HumanEval/70,3248.007675409317,164,19.80492485005681
HumanEval/71,3248.007675409317,164,19.80492485005681
HumanEval/72,3248.007675409317,164,19.80492485005681
HumanEval/73,3248.007675409317,164,19.80492485005681
HumanEval/74,3248.007675409317,164,19.80492485005681
HumanEval/75,3248.007675409317,164,19.80492485005681
HumanEval/76,3248.007675409317,164,19.80492485005681
HumanEval/77,3248.007675409317,164,19.80492485005681
HumanEval/78,3248.007675409317,164,19.80492485005681
HumanEval/79,3248.007675409317,164,19.80492485005681
HumanEval/80,3248.007675409317,164,19.80492485005681
HumanEval/81,3248.007675409317,164,19.80492485005681
HumanEval/82,3248.007675409317,164,19.80492485005681
HumanEval/83,3248.007675409317,164,19.80492485005681
HumanEval/84,3248.007675409317,164,19.80492485005681
HumanEval/85,3248.007675409317,164,19.80492485005681
HumanEval/86,3248.007675409317,164,19.80492485005681
HumanEval/87,3248.007675409317,164,19.80492485005681
HumanEval/88,3248.007675409317,164,19.80492485005681
HumanEval/89,3248.007675409317,164,19.80492485005681
HumanEval/90,3248.007675409317,164,19.80492485005681
HumanEval/91,3248.007675409317,164,19.80492485005681
HumanEval/92,3248.007675409317,164,19.80492485005681
HumanEval/93,3248.007675409317,164,19.80492485005681
HumanEval/94,3248.007675409317,164,19.80492485005681
HumanEval/95,3248.007675409317,164,19.80492485005681
HumanEval/96,3248.007675409317,164,19.80492485005681
HumanEval/97,3248.007675409317,164,19.80492485005681
HumanEval/98,3248.007675409317,164,19.80492485005681
HumanEval/99,3248.007675409317,164,19.80492485005681
HumanEval/100,3248.007675409317,164,19.80492485005681
HumanEval/101,3248.007675409317,164,19.80492485005681
HumanEval/102,3248.007675409317,164,19.80492485005681
HumanEval/103,3248.007675409317,164,19.80492485005681
HumanEval/104,3248.007675409317,164,19.80492485005681
HumanEval/105,3248.007675409317,164,19.80492485005681
HumanEval/106,3248.007675409317,164,19.80492485005681
HumanEval/107,3248.007675409317,164,19.80492485005681
HumanEval/108,3248.007675409317,164,19.80492485005681
HumanEval/109,3248.007675409317,164,19.80492485005681
HumanEval/110,3248.007675409317,164,19.80492485005681
HumanEval/111,3248.007675409317,164,19.80492485005681
HumanEval/112,3248.007675409317,164,19.80492485005681
HumanEval/113,3248.007675409317,164,19.80492485005681
HumanEval/114,3248.007675409317,164,19.80492485005681
HumanEval/115,3248.007675409317,164,19.80492485005681
HumanEval/116,3248.007675409317,164,19.80492485005681
HumanEval/117,3248.007675409317,164,19.80492485005681
HumanEval/118,3248.007675409317,164,19.80492485005681
HumanEval/119,3248.007675409317,164,19.80492485005681
HumanEval/120,3248.007675409317,164,19.80492485005681
HumanEval/121,3248.007675409317,164,19.80492485005681
HumanEval/122,3248.007675409317,164,19.80492485005681
HumanEval/123,3248.007675409317,164,19.80492485005681
HumanEval/124,3248.007675409317,164,19.80492485005681
HumanEval/125,3248.007675409317,164,19.80492485005681
HumanEval/126,3248.007675409317,164,19.80492485005681
HumanEval/127,3248.007675409317,164,19.80492485005681
HumanEval/128,3248.007675409317,164,19.80492485005681
HumanEval/129,3248.007675409317,164,19.80492485005681
HumanEval/130,3248.007675409317,164,19.80492485005681
HumanEval/131,3248.007675409317,164,19.80492485005681
HumanEval/132,3248.007675409317,164,19.80492485005681
HumanEval/133,3248.007675409317,164,19.80492485005681
HumanEval/134,3248.007675409317,164,19.80492485005681
HumanEval/135,3248.007675409317,164,19.80492485005681
HumanEval/136,3248.007675409317,164,19.80492485005681
HumanEval/137,3248.007675409317,164,19.80492485005681
HumanEval/138,3248.007675409317,164,19.80492485005681
HumanEval/139,3248.007675409317,164,19.80492485005681
HumanEval/140,3248.007675409317,164,19.80492485005681
HumanEval/141,3248.007675409317,164,19.80492485005681
HumanEval/142,3248.007675409317,164,19.80492485005681
HumanEval/143,3248.007675409317,164,19.80492485005681
HumanEval/144,3248.007675409317,164,19.80492485005681
HumanEval/145,3248.007675409317,164,19.80492485005681
HumanEval/146,3248.007675409317,164,19.80492485005681
HumanEval/147,3248.007675409317,164,19.80492485005681
HumanEval/148,3248.007675409317,164,19.80492485005681
HumanEval/149,3248.007675409317,164,19.80492485005681
HumanEval/150,3248.007675409317,164,19.80492485005681
HumanEval/151,3248.007675409317,164,19.80492485005681
HumanEval/152,3248.007675409317,164,19.80492485005681
HumanEval/153,3248.007675409317,164,19.80492485005681
HumanEval/154,3248.007675409317,164,19.80492485005681
HumanEval/155,3248.007675409317,164,19.80492485005681
HumanEval/156,3248.007675409317,164,19.80492485005681
HumanEval/157,3248.007675409317,164,19.80492485005681
HumanEval/158,3248.007675409317,164,19.80492485005681
HumanEval/159,3248.007675409317,164,19.80492485005681
HumanEval/160,3248.007675409317,164,19.80492485005681
HumanEval/161,3248.007675409317,164,19.80492485005681
HumanEval/162,3248.007675409317,164,19.80492485005681
HumanEval/163,3248.007675409317,164,19.80492485005681
HumanEval/0,3254.904251098633,164,19.846977140845322
HumanEval/1,3254.904251098633,164,19.846977140845322
HumanEval/2,3254.904251098633,164,19.846977140845322
HumanEval/3,3254.904251098633,164,19.846977140845322
HumanEval/4,3254.904251098633,164,19.846977140845322
HumanEval/5,3254.904251098633,164,19.846977140845322
HumanEval/6,3254.904251098633,164,19.846977140845322
HumanEval/7,3254.904251098633,164,19.846977140845322
HumanEval/8,3254.904251098633,164,19.846977140845322
HumanEval/9,3254.904251098633,164,19.846977140845322
HumanEval/10,3254.904251098633,164,19.846977140845322
HumanEval/11,3254.904251098633,164,19.846977140845322
HumanEval/12,3254.904251098633,164,19.846977140845322
HumanEval/13,3254.904251098633,164,19.846977140845322
HumanEval/14,3254.904251098633,164,19.846977140845322
HumanEval/15,3254.904251098633,164,19.846977140845322
HumanEval/16,3254.904251098633,164,19.846977140845322
HumanEval/17,3254.904251098633,164,19.846977140845322
HumanEval/18,3254.904251098633,164,19.846977140845322
HumanEval/19,3254.904251098633,164,19.846977140845322
HumanEval/20,3254.904251098633,164,19.846977140845322
HumanEval/21,3254.904251098633,164,19.846977140845322
HumanEval/22,3254.904251098633,164,19.846977140845322
HumanEval/23,3254.904251098633,164,19.846977140845322
HumanEval/24,3254.904251098633,164,19.846977140845322
HumanEval/25,3254.904251098633,164,19.846977140845322
HumanEval/26,3254.904251098633,164,19.846977140845322
HumanEval/27,3254.904251098633,164,19.846977140845322
HumanEval/28,3254.904251098633,164,19.846977140845322
HumanEval/29,3254.904251098633,164,19.846977140845322
HumanEval/30,3254.904251098633,164,19.846977140845322
HumanEval/31,3254.904251098633,164,19.846977140845322
HumanEval/32,3254.904251098633,164,19.846977140845322
HumanEval/33,3254.904251098633,164,19.846977140845322
HumanEval/34,3254.904251098633,164,19.846977140845322
HumanEval/35,3254.904251098633,164,19.846977140845322
HumanEval/36,3254.904251098633,164,19.846977140845322
HumanEval/37,3254.904251098633,164,19.846977140845322
HumanEval/38,3254.904251098633,164,19.846977140845322
HumanEval/39,3254.904251098633,164,19.846977140845322
HumanEval/40,3254.904251098633,164,19.846977140845322
HumanEval/41,3254.904251098633,164,19.846977140845322
HumanEval/42,3254.904251098633,164,19.846977140845322
HumanEval/43,3254.904251098633,164,19.846977140845322
HumanEval/44,3254.904251098633,164,19.846977140845322
HumanEval/45,3254.904251098633,164,19.846977140845322
HumanEval/46,3254.904251098633,164,19.846977140845322
HumanEval/47,3254.904251098633,164,19.846977140845322
HumanEval/48,3254.904251098633,164,19.846977140845322
HumanEval/49,3254.904251098633,164,19.846977140845322
HumanEval/50,3254.904251098633,164,19.846977140845322
HumanEval/51,3254.904251098633,164,19.846977140845322
HumanEval/52,3254.904251098633,164,19.846977140845322
HumanEval/53,3254.904251098633,164,19.846977140845322
HumanEval/54,3254.904251098633,164,19.846977140845322
HumanEval/55,3254.904251098633,164,19.846977140845322
HumanEval/56,3254.904251098633,164,19.846977140845322
HumanEval/57,3254.904251098633,164,19.846977140845322
HumanEval/58,3254.904251098633,164,19.846977140845322
HumanEval/59,3254.904251098633,164,19.846977140845322
HumanEval/60,3254.904251098633,164,19.846977140845322
HumanEval/61,3254.904251098633,164,19.846977140845322
HumanEval/62,3254.904251098633,164,19.846977140845322
HumanEval/63,3254.904251098633,164,19.846977140845322
HumanEval/64,3254.904251098633,164,19.846977140845322
HumanEval/65,3254.904251098633,164,19.846977140845322
HumanEval/66,3254.904251098633,164,19.846977140845322
HumanEval/67,3254.904251098633,164,19.846977140845322
HumanEval/68,3254.904251098633,164,19.846977140845322
HumanEval/69,3254.904251098633,164,19.846977140845322
HumanEval/70,3254.904251098633,164,19.846977140845322
HumanEval/71,3254.904251098633,164,19.846977140845322
HumanEval/72,3254.904251098633,164,19.846977140845322
HumanEval/73,3254.904251098633,164,19.846977140845322
HumanEval/74,3254.904251098633,164,19.846977140845322
HumanEval/75,3254.904251098633,164,19.846977140845322
HumanEval/76,3254.904251098633,164,19.846977140845322
HumanEval/77,3254.904251098633,164,19.846977140845322
HumanEval/78,3254.904251098633,164,19.846977140845322
HumanEval/79,3254.904251098633,164,19.846977140845322
HumanEval/80,3254.904251098633,164,19.846977140845322
HumanEval/81,3254.904251098633,164,19.846977140845322
HumanEval/82,3254.904251098633,164,19.846977140845322
HumanEval/83,3254.904251098633,164,19.846977140845322
HumanEval/84,3254.904251098633,164,19.846977140845322
HumanEval/85,3254.904251098633,164,19.846977140845322
HumanEval/86,3254.904251098633,164,19.846977140845322
HumanEval/87,3254.904251098633,164,19.846977140845322
HumanEval/88,3254.904251098633,164,19.846977140845322
HumanEval/89,3254.904251098633,164,19.846977140845322
HumanEval/90,3254.904251098633,164,19.846977140845322
HumanEval/91,3254.904251098633,164,19.846977140845322
HumanEval/92,3254.904251098633,164,19.846977140845322
HumanEval/93,3254.904251098633,164,19.846977140845322
HumanEval/94,3254.904251098633,164,19.846977140845322
HumanEval/95,3254.904251098633,164,19.846977140845322
HumanEval/96,3254.904251098633,164,19.846977140845322
HumanEval/97,3254.904251098633,164,19.846977140845322
HumanEval/98,3254.904251098633,164,19.846977140845322
HumanEval/99,3254.904251098633,164,19.846977140845322
HumanEval/100,3254.904251098633,164,19.846977140845322
HumanEval/101,3254.904251098633,164,19.846977140845322
HumanEval/102,3254.904251098633,164,19.846977140845322
HumanEval/103,3254.904251098633,164,19.846977140845322
HumanEval/104,3254.904251098633,164,19.846977140845322
HumanEval/105,3254.904251098633,164,19.846977140845322
HumanEval/106,3254.904251098633,164,19.846977140845322
