task_id,batch_time,samples_in_batch,time_per_sample
HumanEval/0,1214.2890486717224,164,7.40420151629099
HumanEval/1,1214.2890486717224,164,7.40420151629099
HumanEval/2,1214.2890486717224,164,7.40420151629099
HumanEval/3,1214.2890486717224,164,7.40420151629099
HumanEval/4,1214.2890486717224,164,7.40420151629099
HumanEval/5,1214.2890486717224,164,7.40420151629099
HumanEval/6,1214.2890486717224,164,7.40420151629099
HumanEval/7,1214.2890486717224,164,7.40420151629099
HumanEval/8,1214.2890486717224,164,7.40420151629099
HumanEval/9,1214.2890486717224,164,7.40420151629099
HumanEval/10,1214.2890486717224,164,7.40420151629099
HumanEval/11,1214.2890486717224,164,7.40420151629099
HumanEval/12,1214.2890486717224,164,7.40420151629099
HumanEval/13,1214.2890486717224,164,7.40420151629099
HumanEval/14,1214.2890486717224,164,7.40420151629099
HumanEval/15,1214.2890486717224,164,7.40420151629099
HumanEval/16,1214.2890486717224,164,7.40420151629099
HumanEval/17,1214.2890486717224,164,7.40420151629099
HumanEval/18,1214.2890486717224,164,7.40420151629099
HumanEval/19,1214.2890486717224,164,7.40420151629099
HumanEval/20,1214.2890486717224,164,7.40420151629099
HumanEval/21,1214.2890486717224,164,7.40420151629099
HumanEval/22,1214.2890486717224,164,7.40420151629099
HumanEval/23,1214.2890486717224,164,7.40420151629099
HumanEval/24,1214.2890486717224,164,7.40420151629099
HumanEval/25,1214.2890486717224,164,7.40420151629099
HumanEval/26,1214.2890486717224,164,7.40420151629099
HumanEval/27,1214.2890486717224,164,7.40420151629099
HumanEval/28,1214.2890486717224,164,7.40420151629099
HumanEval/29,1214.2890486717224,164,7.40420151629099
HumanEval/30,1214.2890486717224,164,7.40420151629099
HumanEval/31,1214.2890486717224,164,7.40420151629099
HumanEval/32,1214.2890486717224,164,7.40420151629099
HumanEval/33,1214.2890486717224,164,7.40420151629099
HumanEval/34,1214.2890486717224,164,7.40420151629099
HumanEval/35,1214.2890486717224,164,7.40420151629099
HumanEval/36,1214.2890486717224,164,7.40420151629099
HumanEval/37,1214.2890486717224,164,7.40420151629099
HumanEval/38,1214.2890486717224,164,7.40420151629099
HumanEval/39,1214.2890486717224,164,7.40420151629099
HumanEval/40,1214.2890486717224,164,7.40420151629099
HumanEval/41,1214.2890486717224,164,7.40420151629099
HumanEval/42,1214.2890486717224,164,7.40420151629099
HumanEval/43,1214.2890486717224,164,7.40420151629099
HumanEval/44,1214.2890486717224,164,7.40420151629099
HumanEval/45,1214.2890486717224,164,7.40420151629099
HumanEval/46,1214.2890486717224,164,7.40420151629099
HumanEval/47,1214.2890486717224,164,7.40420151629099
HumanEval/48,1214.2890486717224,164,7.40420151629099
HumanEval/49,1214.2890486717224,164,7.40420151629099
HumanEval/50,1214.2890486717224,164,7.40420151629099
