task_id,batch_time,samples_in_batch
batch_0_0,22.641918659210205,8
batch_0_1,20.17331314086914,8
batch_0_2,20.315422534942627,8
batch_0_3,20.102572679519653,8
batch_0_4,20.719151735305786,8
batch_0_5,20.27643346786499,8
batch_0_6,20.115888833999634,8
batch_0_7,20.170563220977783,8
batch_0_8,20.96181297302246,8
batch_0_9,20.95104455947876,8
batch_0_10,20.75486445426941,8
batch_0_11,21.01822590827942,8
batch_0_12,20.217724084854126,8
batch_0_13,20.90025043487549,8
batch_0_14,21.021926403045654,8
batch_0_15,20.82792353630066,8
batch_0_16,21.36550545692444,8
batch_0_17,20.448299169540405,8
batch_0_18,20.442118883132935,8
batch_0_19,20.825888872146606,8
batch_0_20,19.697643995285034,4
batch_1_0,19.988983154296875,8
batch_1_1,20.09245753288269,8
batch_1_2,20.229456424713135,8
batch_1_3,20.028972148895264,8
batch_1_4,20.670499801635742,8
batch_1_5,20.237566471099854,8
batch_1_6,20.09762716293335,8
batch_1_7,20.157032012939453,8
batch_1_8,20.95770788192749,8
batch_1_9,20.945497512817383,8
batch_1_10,20.736331939697266,8
batch_1_11,21.014015197753906,8
batch_1_12,20.196656703948975,8
batch_1_13,20.859814405441284,8
batch_1_14,21.00632905960083,8
batch_1_15,20.816299200057983,8
batch_1_16,21.340393781661987,8
batch_1_17,20.43824028968811,8
batch_1_18,20.428534746170044,8
batch_1_19,20.809520483016968,8
batch_1_20,19.690430164337158,4
batch_2_0,19.993278741836548,8
batch_2_1,20.08188819885254,8
batch_2_2,20.21754765510559,8
batch_2_3,20.02032995223999,8
batch_2_4,20.661064386367798,8
batch_2_5,20.217464923858643,8
batch_2_6,20.065902948379517,8
batch_2_7,20.13284397125244,8
batch_2_8,20.922948837280273,8
batch_2_9,20.932802438735962,8
batch_2_10,20.716435194015503,8
batch_2_11,20.996508359909058,8
batch_2_12,20.195568799972534,8
batch_2_13,20.85379695892334,8
batch_2_14,20.993892431259155,8
batch_2_15,20.8259437084198,8
batch_2_16,21.324848175048828,8
batch_2_17,20.402077674865723,8
batch_2_18,20.382023572921753,8
batch_2_19,20.7645046710968,8
batch_2_20,19.654788732528687,4
batch_3_0,19.948582410812378,8
batch_3_1,20.048933506011963,8
batch_3_2,20.180522918701172,8
batch_3_3,19.977399349212646,8
batch_3_4,20.63624334335327,8
batch_3_5,20.191935539245605,8
batch_3_6,20.036532402038574,8
batch_3_7,20.09783935546875,8
batch_3_8,20.891478061676025,8
batch_3_9,20.88614559173584,8
batch_3_10,20.687493801116943,8
batch_3_11,20.956249713897705,8
batch_3_12,20.15309190750122,8
batch_3_13,20.823113203048706,8
batch_3_14,20.95826554298401,8
batch_3_15,20.771136045455933,8
batch_3_16,21.30709218978882,8
batch_3_17,20.39523696899414,8
batch_3_18,20.383591175079346,8
batch_3_19,20.770728588104248,8
batch_3_20,19.645999908447266,4
batch_4_0,19.941761016845703,8
batch_4_1,20.04714322090149,8
batch_4_2,20.182227849960327,8
batch_4_3,19.98263168334961,8
batch_4_4,20.613839626312256,8
batch_4_5,20.186177015304565,8
batch_4_6,20.043092489242554,8
batch_4_7,20.103379487991333,8
batch_4_8,20.885864973068237,8
batch_4_9,20.889410257339478,8
batch_4_10,20.675029039382935,8
batch_4_11,20.956300973892212,8
batch_4_12,20.151690006256104,8
batch_4_13,20.815480709075928,8
batch_4_14,20.955539226531982,8
batch_4_15,20.774045944213867,8
batch_4_16,21.294504165649414,8
batch_4_17,20.40033459663391,8
batch_4_18,20.379807710647583,8
batch_4_19,20.760229349136353,8
batch_4_20,19.648629903793335,4
batch_5_0,19.938654899597168,8
batch_5_1,20.040472269058228,8
batch_5_2,20.177474975585938,8
batch_5_3,19.97109341621399,8
batch_5_4,20.612325191497803,8
batch_5_5,20.18586540222168,8
batch_5_6,20.039327144622803,8
batch_5_7,20.094357013702393,8
batch_5_8,20.895174741744995,8
batch_5_9,20.888920068740845,8
batch_5_10,20.692747592926025,8
batch_5_11,20.95224142074585,8
batch_5_12,20.151854276657104,8
batch_5_13,20.81975245475769,8
batch_5_14,20.951985836029053,8
batch_5_15,20.770145893096924,8
batch_5_16,21.28657627105713,8
batch_5_17,20.386451482772827,8
batch_5_18,20.3836088180542,8
batch_5_19,20.765761375427246,8
batch_5_20,19.652837991714478,4
batch_6_0,19.951985359191895,8
batch_6_1,20.041746377944946,8
batch_6_2,20.18035912513733,8
batch_6_3,19.973509073257446,8
batch_6_4,20.622506380081177,8
batch_6_5,20.17769479751587,8
batch_6_6,20.03646206855774,8
