quanti4,quanti8,quantf8,none,distillation
6.260326862335205,38.33248543739319,6.818660736083984,20.37944483757019,5.738483190536499
5.012737274169922,37.59902596473694,5.431055545806885,19.551105737686157,0.9208076000213624
4.984249591827393,37.525718212127686,5.393465518951416,19.412537574768063,1.856980800628662
4.956752777099609,37.52249693870544,5.3919901847839355,19.541516542434692,1.8735435009002688
4.971728086471558,37.492234230041504,5.377983570098877,19.22952961921692,1.879951000213623
4.9586732387542725,37.52837371826172,5.391775608062744,19.0832576751709,1.8619327545166016
5.191593408584595,37.98146939277649,5.53279447555542,19.326903581619263,1.8842616081237793
4.995487451553345,37.503987073898315,5.377887487411499,18.967673778533936,1.8797318935394287
5.0789008140563965,37.74629354476929,5.4996607303619385,19.02809357643127,1.8647739887237549
5.013271331787109,37.58595037460327,5.364637851715088,19.00419306755066,1.8843879699707031
4.96037483215332,37.55921173095703,5.3369574546813965,19.1013867855072,1.8622870445251465
4.93907356262207,37.51390290260315,5.324890375137329,18.851842880249023,1.8805673122406008
4.9869794845581055,37.50682544708252,5.325705528259277,19.03583288192749,1.872162103652954
4.994016885757446,37.99362373352051,5.32119083404541,18.966038942337036,1.865573167800903
5.023827791213989,37.475205183029175,5.350086450576782,18.964958667755127,1.875115156173706
5.001568078994751,37.483269453048706,5.3531904220581055,19.200674057006836,1.8676846027374268
4.96679162979126,37.52827763557434,5.336000204086304,19.297618627548218,2.215603828430176
4.939756155014038,37.48147130012512,5.353078603744507,19.240509510040283,1.8679680824279783
5.0025787353515625,37.46220350265503,5.896198511123657,19.57144594192505,1.859913349151611
4.952111005783081,37.45424199104309,5.379343271255493,19.445369720458984,1.8697168827056885
5.000736474990845,37.49208021163941,5.360845565795898,19.30544137954712,1.8665108680725095
4.98200798034668,37.5061137676239,5.346404075622559,19.22976803779602,1.865461349487305
5.027286052703857,37.58990263938904,5.36170768737793,19.468186616897583,1.87723970413208
5.010508298873901,37.57229948043823,5.385563373565674,19.259135246276855,1.8635103702545168
5.160452127456665,37.859514236450195,5.509234189987183,19.645606517791748,1.8736939430236816
5.022296190261841,37.38796925544739,5.406746864318848,19.488084316253666,1.8743009567260744
5.101834297180176,37.65811896324158,5.483572244644165,19.260034322738647,1.8778409957885744
5.060770750045776,37.55551242828369,5.487064361572266,18.933172464370728,1.884514570236206
5.028864622116089,37.401681423187256,5.423147916793823,18.90635371208191,1.87730073928833
5.0389838218688965,37.39406371116638,5.368805885314941,18.77257823944092,1.8754332065582275
5.000266313552856,37.44025802612305,5.351182460784912,18.626482725143433,1.877602815628052
5.030227422714233,37.51332950592041,5.366430997848511,18.762559175491333,1.8561804294586184
4.983986854553223,37.4610390663147,5.32931113243103,18.85160183906555,1.8547053337097168
5.045969247817993,37.52427101135254,5.382210969924927,18.79123020172119,1.8749616146087649
5.017807960510254,37.394651889801025,5.374871492385864,18.590646743774418,1.872730493545532
5.010679244995117,37.39219522476196,5.402567625045776,18.717668533325195,1.868894338607788
4.983219861984253,37.42724919319153,5.33646297454834,19.080604553222656,1.8666374683380127
4.977294206619263,37.37632918357849,5.346036911010742,18.737996578216553,1.876065969467163
5.0722386837005615,37.60118508338928,5.472434043884277,19.26710033416748,1.8783550262451172
4.9632086753845215,37.368632793426514,5.347933292388916,19.186914920806885,1.8661541938781736
4.975529909133911,37.376832485198975,5.352883338928223,18.62839436531067,1.876483917236328
5.051306247711182,37.56800985336304,5.403903245925903,19.103819131851196,1.8763816356658936
4.969477653503418,37.39515972137451,5.345076322555542,19.51886773109436,1.8537561893463137
4.972301959991455,37.38997769355774,5.3346827030181885,19.016053676605225,1.8719937801361084
5.064796447753906,37.54028034210205,5.398625612258911,19.18955993652344,1.877718448638916
4.991549491882324,37.36008810997009,5.350717306137085,18.836708784103394,1.8620274066925049
4.99191689491272,37.39671969413757,5.37428092956543,19.110597133636475,1.874781608581543
4.95712685585022,37.3957417011261,5.348717927932739,19.120540857315063,1.866302728652954
