prune2,prune4,base,prune6,quantize4,quantize2
41.05259251594544,10.489444971084597,17.860345125198364,51.94454026222229,56.519272327423096,28.23758625984192
44.62742257118225,7.370742321014404,16.972716331481934,47.05256414413452,40.00051999092102,27.7960786819458
42.43605160713196,7.420123815536499,16.70776677131653,39.05284786224365,28.650267124176025,34.39202094078064
47.07577180862427,7.281753063201904,16.942313194274902,39.37402629852295,39.85851454734802,35.31274747848511
41.45965313911438,7.41087794303894,16.866552114486694,33.95901036262512,27.331703424453732,18.901427030563354
40.00774955749512,7.406707048416138,16.087236404418945,41.4917893409729,35.16591715812683,32.946285247802734
41.06760811805725,7.283656597137451,16.103091955184937,48.65912985801697,43.15127444267273,37.94900298118591
30.88554620742798,7.289303779602051,17.087552547454834,31.21050000190735,25.69758415222168,25.900294065475464
49.11742353439331,7.291224241256714,15.884817600250244,50.94363355636597,27.19549012184143,24.55912947654724
44.64985513687134,7.271302700042725,17.69411039352417,41.079909563064575,41.22543621063232,29.59009838104248
40.21360373497009,7.3344292640686035,19.22981834411621,31.748772144317627,27.62802481651306,26.99764585494995
48.691182374954224,7.347535610198975,13.642422914505005,48.63648843765259,24.251479625701904,20.09344911575317
30.49146771430969,7.29892897605896,20.984491109848022,32.74248671531677,48.77994465827942,33.8339786529541
48.83277201652527,7.345866918563843,16.55755591392517,40.04340791702271,28.17458987236023,35.96315789222717
39.92741298675537,7.370598077774048,18.16004180908203,46.94869136810303,43.61721897125244,24.07444953918457
31.53069806098938,7.260526418685913,19.012731313705444,34.016316413879395,31.253790616989136,20.72639489173889
48.28213095664978,7.414437294006348,16.87126898765564,47.29767084121704,37.72620701789856,37.068336486816406
40.928171157836914,7.311216115951538,19.685705184936523,42.56675267219544,41.48503565788269,33.46459341049194
46.06226634979248,7.308330535888672,14.41428256034851,28.509461402893063,30.052124500274655,20.872302532196045
44.458452224731445,7.366737365722656,17.71182370185852,34.870503664016724,48.80418944358826,30.02337408065796
29.94811534881592,7.395385026931763,16.233487606048584,46.915202379226685,37.155781745910645,28.48551177978516
24.889393091201782,7.389686346054077,20.992285013198853,34.547130823135376,46.51328945159912,22.15052819252014
46.607563734054565,7.488773584365845,27.009426832199097,42.842050075531006,29.562263011932373,18.228575706481934
38.81070590019226,7.336878299713135,17.747331380844116,54.49214172363281,19.942603588104248,26.474899768829346
37.38053369522095,7.451730012893677,12.868738412857056,32.342090368270874,34.86251640319824,27.96677017211914
52.19887900352478,7.34738564491272,13.423123598098757,40.3195207118988,39.82788181304932,25.692453622817997
43.70313024520874,7.247120380401611,14.19966197013855,47.37434411048889,34.4551157951355,24.210993766784668
37.14741611480713,7.386898517608643,15.16251516342163,41.81017065048218,47.69558906555176,42.90407991409302
47.186543464660645,7.415694952011108,15.358141422271729,36.02385139465332,20.542237520217896,29.35655975341797
43.640549421310425,7.421616554260254,14.45332670211792,60.48906469345093,21.83255362510681,27.267742395401
34.30613374710083,7.396381378173828,15.716954946517944,46.806219816207886,39.504401206970215,31.304503202438354
53.57764673233032,7.382426261901855,15.942079544067385,28.788064002990723,23.72162961959839,35.984225034713745
51.0504195690155,7.47950005531311,15.573843240737917,46.20328903198242,22.137718200683597,28.67949676513672
29.32634472846985,7.495166778564453,14.041324138641356,55.86956834793091,43.94377899169922,47.97451639175415
36.99583339691162,7.359875917434692,15.173524856567385,34.67284321784973,25.173933029174805,32.96091675758362
55.54217505455017,7.321626901626587,14.74018692970276,54.784903049468994,22.207038640975952,27.90246653556824
41.90388941764832,7.406004667282104,13.839166641235352,46.80584096908569,40.61130380630493,33.14504671096802
40.19710397720337,7.393451690673828,13.999433994293211,34.427433013916016,29.701574563980103,25.549259185791016
48.93524980545044,7.413800716400146,14.124842166900637,57.89980888366699,27.48553276062012,25.443975687026978
48.319180965423584,7.420115232467651,14.972424983978271,44.24801516532898,37.77085828781128,40.07386016845703
40.30019402503967,7.334276676177978,14.649938106536863,51.03942346572876,22.238242387771606,34.17975401878357
50.84875464439392,7.377805948257446,14.155184268951416,50.48087739944458,29.422439575195312,54.816625118255615
29.381582975387573,5.289237022399902,9.433876037597656,32.50227332115173,32.77478742599487,32.69552946090698
47.2245078086853,7.787821054458618,14.493104934692385,23.617289543151852,35.991920948028564,53.07393455505371
37.67134213447571,7.384979009628296,15.779658794403076,25.61550545692444,29.90734577178955,41.553099632263184
23.220826864242557,7.347161054611206,17.47548007965088,44.56575870513916,17.192859888076782,38.45838189125061
27.01010251045227,7.327606201171875,14.649431228637695,44.17928719520569,37.561811208724976,30.290153980255127
29.31725549697876,7.267970561981201,14.588133335113524,38.14440083503723,32.74001669883728,45.0284149646759
42.05531620979309,7.382339715957642,15.88024115562439,43.011391401290894,41.65650510787964,43.071847438812256
44.25950145721436,7.379521608352661,16.117899179458618,51.27116894721985,34.991116762161255,41.09054565429688
38.99425196647644,7.342284679412842,14.98160457611084,57.24065899848938,24.377531051635746,41.98762488365173
42.10318183898926,7.398659706115723,14.561004161834717,59.42953610420227,35.940295696258545,40.2571063041687
45.819132566452026,7.380022048950195,13.987236738204956,50.355952739715576,33.92724370956421,34.50334644317627
51.5660092830658,7.353321552276611,14.74340295791626,44.97275948524475,27.985894680023197,34.49994111061096
56.576826095581055,7.418497085571289,15.42871117591858,58.86673617362976,54.48280596733093,56.0396032333374
48.04540824890137,7.512022972106934,17.99800753593445,50.36728572845459,33.942806243896484,38.59213995933533
43.64883613586426,7.4331090450286865,15.6927170753479,52.94241881370544,59.03420829772949,44.59215712547302
54.1390175819397,7.342345476150513,16.234527587890625,42.07753968238831,25.30162668228149,29.059446573257446
59.58648753166199,7.503422021865845,15.663570880889893,44.47348499298096,21.292500972747803,50.84587073326111
49.15193772315979,7.468683481216431,19.01611423492432,39.31892800331116,22.375380992889404,35.49152851104736
44.50242304801941,7.289745330810547,15.053914546966553,57.46970868110657,21.379207372665405,43.40559768676758
40.859299182891846,7.51595139503479,15.317808866500854,54.7688467502594,25.9544095993042,24.66427564620972
36.58244514465332,7.419048309326172,15.070151805877686,45.9003472328186,23.519285202026367,20.22242498397827
52.44755673408508,7.33918023109436,15.217684984207152,49.82759213447571,22.40483784675598,50.842853307724
55.44916868209839,7.340031623840332,15.212847709655762,55.001341819763184,24.720235347747803,44.19167160987854
53.70552921295166,7.33845591545105,16.16999578475952,51.76187634468079,27.27142572402954,48.61096954345703
43.432411909103394,7.532789468765259,15.838422060012816,44.75701570510864,18.79571843147278,45.111239433288574
50.34343218803406,7.379326105117798,16.21023416519165,60.988885164260864,19.10594916343689,47.505847454071045
56.82644081115723,7.451646089553833,16.81900143623352,54.85671758651733,30.11269807815552,37.0791118144989
