distil,none,qfloat8,prune2,prune6,prune4,qint8
33.216445446014404,77.44422817230225,190.78135418891907,69.30301594734192,106.82834696769714,107.49001836776732,369.37804555892944
29.251920461654663,69.82194638252258,208.16503286361697,63.84967064857483,99.25586295127869,101.35678267478944,299.36090898513794
27.6033616065979,66.44466924667358,248.08487343788147,60.698883056640625,89.42008948326111,91.98581266403198,145.3697760105133
28.883439302444454,69.98184895515442,237.73611283302307,63.9331488609314,95.30389738082886,97.47482228279114,148.11339783668518
28.97211480140686,70.22550129890442,248.73556065559387,67.91603946685791,90.29570031166077,99.50325560569765,157.53899717330933
28.331268310546875,67.75174498558044,206.3263683319092,66.41428351402283,89.92250108718872,93.3738853931427,145.08725571632385
27.47703504562378,70.28322458267212,152.7963788509369,69.50095343589783,92.20916175842284,103.17122530937196,148.79355764389038
27.2980637550354,66.42425799369812,149.78157424926758,68.02096152305603,97.08277368545532,102.01516509056091,148.9517982006073
28.05285406112671,67.55612301826477,193.2453474998474,68.75958824157715,94.84863090515135,99.5527651309967,150.58147501945496
27.774986267089844,64.01355791091919,230.54372453689575,68.27451086044312,90.39858198165894,96.85210132598876,145.38897395133972
28.93703269958496,73.08829069137573,243.58786916732788,76.30123710632324,105.29754066467284,112.93341398239136,160.79102206230164
27.251481533050537,63.23411011695862,229.06604552268985,68.13408207893372,88.63918900489807,91.00526022911072,144.78347873687744
28.40892958641052,72.46601748466492,233.4472107887268,72.75635027885437,90.90379405021667,95.24584197998048,148.27663898468018
28.07711148262024,69.3451418876648,219.11793494224548,68.09062385559082,88.00411295890808,87.87172818183899,138.3245174884796
27.61670422554016,65.21594834327698,220.9520184993744,62.433364152908325,99.01309180259705,87.39341616630554,136.76368141174316
27.705639123916622,64.7522554397583,223.06329441070557,62.756938219070435,86.87549877166748,85.60021758079529,140.9868242740631
27.38672184944153,66.80657458305359,209.7609920501709,63.617605686187744,90.65893459320068,92.38764357566832,143.813551902771
28.08703303337097,73.79788017272949,244.05813241004944,71.55428576469421,109.27029156684875,104.84478282928468,158.67137813568115
26.698753833770752,68.07494044303894,223.80015897750857,66.22567343711853,91.59005856513976,91.11236190795898,147.5673475265503
26.76223635673523,69.38826107978821,226.1517984867096,69.58825349807739,95.249249458313,90.60023546218872,150.59945487976074
28.164897918701172,75.58747673034668,225.15622544288635,74.79875802993774,99.90635871887208,102.371595621109,157.6394968032837
26.844350576400757,71.20446133613586,217.3843367099762,68.92790293693542,92.81960082054138,94.66200375556946,151.13874864578247
26.61347603797913,67.1924684047699,204.8879930973053,66.67679452896118,87.4106912612915,88.3596670627594,144.67124223709106
25.753845691680908,63.268699645996094,208.68574786186215,62.65850329399109,82.35046195983887,88.0407292842865,140.9838900566101
25.50932741165161,64.7533609867096,194.7205250263214,65.23669219017029,82.89951968193054,86.97369742393494,140.38671350479126
27.08662438392639,73.43767738342285,204.90876507759097,70.07663178443909,90.89345860481262,98.59601759910583,152.65201950073242
26.72594094276428,69.6922755241394,210.54787611961365,65.42510294914246,94.405695438385,92.45815014839172,145.62241435050964
26.20679259300232,64.847980260849,205.2240800857544,62.98553085327149,86.36857342720032,85.54310631752014,140.89938306808472
26.526335954666138,67.18668365478516,217.3990163803101,63.676087379455566,83.53317546844482,90.51653003692628,142.42477416992188
27.811256170272827,66.26818108558655,216.06923294067383,65.97388029098511,89.10586452484131,96.23392987251282,146.93189692497253
27.4553804397583,66.47237491607666,208.12386107444763,66.40465664863586,91.98590755462646,90.60260248184204,145.16751313209534
27.95522093772888,66.35658478736877,214.12389278411865,69.35258197784424,93.54435086250304,97.66895866394044,147.52790307998657
31.32312035560608,89.33522248268127,247.62789750099185,89.10336112976074,128.9680302143097,128.6234359741211,186.03375458717343
27.754419326782227,67.94357252120972,229.94998025894165,71.3889365196228,100.59595036506651,99.04352188110352,154.23658442497253
26.231433868408203,60.07773542404175,194.68009328842163,65.82967114448547,84.61049842834473,86.88293361663818,142.22938561439514
27.25004744529724,62.146066188812256,201.74810481071472,68.30459904670715,84.84553456306458,90.63730430603027,142.67430877685547
27.069076538085938,63.33215665817261,175.80948090553284,68.00859951972961,88.70335006713867,92.72986030578612,142.56980085372925
27.84184217453003,66.61059594154358,166.3073170185089,71.33414936065674,93.49888563156128,101.4916331768036,143.68615913391113
29.049500226974487,71.70968103408813,183.38816452026367,76.90238332748413,102.98316049575806,110.48135781288148,156.2739601135254
27.83525013923645,64.94662618637085,171.00080704689026,71.05158424377441,93.01869058609007,93.94821524620056,148.41313314437866
29.23648738861084,72.87991046905518,182.50065851211548,80.25216460227966,102.26274824142456,107.9771797657013,160.01288175582886
28.205917835235596,70.30048179626465,178.71118426322937,81.19245457649231,103.9812307357788,99.64396810531616,155.12280201911926
27.29751181602478,64.57189297676086,168.62012887001038,77.627277135849,89.34085202217102,97.51514959335329,147.97210264205933
29.081137657165527,71.19128346443176,158.20607805252075,86.30855822563171,104.50133967399596,104.66840934753418,157.84141039848328
27.194682359695435,64.00045871734619,143.5497453212738,76.64990901947021,91.0869665145874,92.62008357048036,145.09553933143616
26.225223779678345,60.124717473983765,136.47145676612854,72.86997842788696,82.8873724937439,93.41064071655272,140.66890788078308
28.901330709457397,72.87870073318481,168.9579691886902,84.74823999404907,107.35691142082214,127.22059059143066,158.74193000793457
27.41241431236267,61.26462507247925,165.14403080940247,74.23974204063416,110.57822108268738,106.5206470489502,142.0490505695343
27.35798811912537,63.62778306007385,166.13899302482605,75.25546646118164,108.98582077026369,111.0892333984375,143.1034996509552
28.293917894363403,64.64558291435242,163.7766308784485,74.87893009185791,112.2706332206726,111.92653250694276,147.34452271461487
28.499499320983887,65.6239845752716,170.4523229598999,75.11605310440063,123.82736897468568,109.28778958320618,147.09589791297913
28.5205078125,69.58823084831238,161.28768062591553,79.43958139419556,121.79093384742735,121.21720433235168,145.65665555000305
31.40674519538879,62.65888524055481,145.08418917655945,73.7147696018219,110.9673788547516,107.0579390525818,138.01729083061218
29.193580627441406,60.29004883766174,143.12764525413513,72.5529797077179,101.76937055587769,100.6044442653656,138.39929628372192
32.57825493812561,72.45071506500244,206.40126371383667,84.62266063690186,106.96226930618286,120.07258343696594,159.22548627853394
29.044100522994995,60.74516820907593,360.0143885612488,73.05085897445679,96.16876554489136,108.77811980247498,140.08560276031494
