prune6,prune,quantizef8,prune4,quantize,quantize4,none
14.235386610031128,20.58334279060364,8.485877513885498,19.44027066230774,16.998610496520996,16.08713984489441,14.886430025100708
15.253946304321287,19.811696767807007,8.259342908859253,21.23924446105957,16.46087336540222,16.599414587020874,13.323734045028688
12.79533576965332,20.29853105545044,8.094311714172363,20.45361351966858,15.753854036331177,15.374703884124756,12.781587600708008
13.538050174713137,20.025963306427,8.034888505935669,20.576977491378784,17.342145442962646,19.342004537582397,12.72964572906494
12.552322387695312,20.532572269439697,8.071310997009277,19.983832120895386,16.25360894203186,18.471109867095947,13.039100170135498
13.244868278503418,20.432490587234497,8.218222379684448,19.92954730987549,16.662511587142944,19.582910776138306,14.979324102401732
11.539517641067505,21.032898902893063,8.205389022827148,20.6452419757843,16.037973642349243,18.81842851638794,14.262411117553713
12.866912603378296,20.846160888671875,8.17774248123169,20.55483984947205,16.92759084701538,16.742867946624756,12.51849603652954
12.63883924484253,21.169692754745483,7.977737188339233,20.051892280578613,15.524691104888916,15.575038194656372,13.111253261566162
11.875324487686155,20.81806230545044,8.00573468208313,20.749345302581787,16.050677061080933,17.337568283081055,13.22143030166626
13.278791427612305,20.129923343658447,8.306121826171875,20.582078218460083,16.62582540512085,16.02146887779236,13.078595399856567
12.241812229156494,20.63897180557251,7.924880504608154,21.19409418106079,16.493836402893066,16.333510398864746,12.406945705413818
12.895488023757936,20.49823117256165,8.019612312316895,20.284715175628666,19.19525384902954,16.80187702178955,12.28465223312378
12.766754627227783,19.862165212631226,8.240528583526611,20.85744833946228,17.13638734817505,17.755295276641846,13.061190128326416
12.127843618392944,19.706945180892944,7.887731790542603,20.8200101852417,16.317187070846558,17.166220664978027,13.611060380935667
12.032607078552246,20.730664253234863,8.18105411529541,20.608784675598145,16.025774478912354,17.51849341392517,13.302573442459106
12.405227422714232,20.713363647460938,8.052872657775879,21.366941928863525,17.387924432754517,17.5762460231781,12.76935338973999
14.899478435516356,20.207056760787964,8.397695779800415,21.214526891708378,17.659169912338257,18.067538499832153,14.231807231903076
12.478465795516968,20.89089274406433,8.103779554367065,21.282455682754517,16.302800178527832,16.224841117858887,12.78638195991516
12.97272491455078,21.231379508972168,8.010449647903442,21.190260887145996,17.202993154525757,18.276487588882446,12.699469804763794
12.009518384933472,20.795311212539673,7.982203960418701,20.986088275909424,16.495877742767334,16.638335943222046,12.75685977935791
12.842509269714355,20.543249368667603,7.910150766372681,21.412532091140747,16.71886658668518,15.683053255081177,14.415213108062744
13.75219178199768,21.42265272140503,7.968256235122681,21.595161199569706,16.715203523635864,17.604040384292603,13.361019849777222
13.790613174438477,20.701980590820312,8.008930206298828,21.25110101699829,16.341542720794678,18.814294576644897,12.147509574890137
13.602635383605955,20.85785746574402,7.85860276222229,20.598005294799805,15.874324798583984,17.23273015022278,12.41342544555664
12.992610216140749,21.66237759590149,7.964069604873657,20.52550983428955,17.30548596382141,17.43759298324585,12.103075742721558
13.425217866897585,20.13568639755249,8.034252405166626,20.44448685646057,17.546038389205933,18.411170959472656,13.276891469955444
13.41665267944336,20.672174215316772,7.890189409255981,20.852734088897705,17.029733657836914,16.471054792404175,13.231281995773315
13.235767841339111,20.13537573814392,8.1026930809021,21.47795343399048,18.456859588623047,15.80695652961731,12.716800689697266
14.200584888458252,20.535382747650143,8.06336498260498,20.77569270133972,16.667001962661743,17.400094747543335,12.74776530265808
13.454657077789308,20.569997310638428,7.961106300354004,19.9817636013031,15.9698383808136,17.030916213989258,13.315623044967651
13.248623371124268,21.17824149131775,7.884809970855713,20.46238923072815,16.988816022872925,15.505055904388428,11.61992621421814
13.082786798477173,19.461034297943115,7.923344373703003,21.073282718658447,18.574866771698,17.100385427474976,13.35479211807251
14.141396045684814,20.99355149269104,8.085245847702026,20.620779514312744,17.891527891159058,16.086318254470825,13.001574993133543
13.13852071762085,20.445292472839355,8.128281593322754,21.63153100013733,16.756300926208496,17.288529872894287,13.285932540893556
14.01160478591919,20.30260992050171,8.110121488571167,21.18850588798523,16.14171600341797,14.984574794769289,12.995418310165403
13.240854263305664,20.769445419311523,8.261909246444702,21.947079181671143,15.82807469367981,15.274309635162354,12.900646686553957
14.021740913391112,19.50237536430359,8.244572162628174,21.12123990058899,17.399937629699707,18.7806134223938,14.109303951263428
12.266271114349363,20.082046031951904,8.062066316604614,21.001488208770752,16.62128710746765,17.04272723197937,12.48137617111206
13.31164526939392,20.450257778167725,7.868218898773193,21.561938524246216,15.881969690322876,19.56461453437805,13.685698986053469
14.015750885009766,20.62205219268799,8.22331428527832,20.98024272918701,16.04645299911499,16.64265727996826,12.246996641159058
12.663826942443848,18.923022985458378,8.031756401062012,21.337790727615356,17.31372094154358,19.03911566734314,13.792097330093384
13.50696873664856,20.270466804504395,7.977756977081299,21.016305685043335,17.036343812942505,19.05765175819397,12.707900285720823
13.249661684036257,20.36671471595764,8.25705361366272,20.4520423412323,15.940918684005736,19.121584177017212,12.42898726463318
