quantize8,prune4,quantize4,prune2,base,prune6,quantizef8
0.0332934856414794,0.0145478248596191,0.033358097076416,0.0127644538879394,0.0223948955535888,0.0163958072662353,0.0251204967498779
0.0225336551666259,0.011603832244873,0.0316014289855957,0.0144429206848144,0.0217320919036865,0.0110962390899658,0.0237143039703369
0.021960973739624,0.0137827396392822,0.0314111709594726,0.0122468471527099,0.0232470035552978,0.0104811191558837,0.0257496833801269
0.0211048126220703,0.0121169090270996,0.031456708908081,0.0125226974487304,0.021599531173706,0.0112700462341308,0.0341248512268066
0.02146577835083,0.0134508609771728,0.0323920249938964,0.0116026401519775,0.0222749710083007,0.0129144191741943,0.023078441619873
0.0239396095275878,0.0130341053009033,0.0314078330993652,0.0122921466827392,0.0220906734466552,0.0121397972106933,0.0248832702636718
0.0214104652404785,0.0123696327209472,0.0318272113800048,0.0118474960327148,0.0221748352050781,0.0129103660583496,0.0214505195617675
0.0210516452789306,0.0124204158782958,0.0310287475585937,0.0110979080200195,0.0224556922912597,0.0126657485961914,0.0243177413940429
0.0218074321746826,0.0118844509124755,0.0470216274261474,0.0123987197875976,0.0219249725341796,0.0125477313995361,0.0261931419372558
0.0206685066223144,0.0120408535003662,0.0325307846069335,0.01115083694458,0.0217807292938232,0.0125162601470947,0.0218501091003417
0.0214300155639648,0.0120718479156494,0.0316607952117919,0.0124056339263916,0.0222880840301513,0.0123922824859619,0.0238120555877685
0.0232303142547607,0.0107920169830322,0.0312702655792236,0.0121617317199707,0.0215511322021484,0.0110194683074951,0.0230469703674316
0.0212905406951904,0.0122888088226318,0.0323400497436523,0.0113918781280517,0.0228188037872314,0.0115270614624023,0.0218985080718994
0.0213160514831542,0.0111749172210693,0.0315062999725341,0.0122158527374267,0.0218513011932373,0.0112981796264648,0.0249795913696289
0.0209076404571533,0.0119264125823974,0.0325965881347656,0.0113155841827392,0.0216209888458251,0.0124528408050537,0.0234670639038085
0.0216677188873291,0.0118951797485351,0.0311081409454345,0.0113964080810546,0.0214819908142089,0.0111691951751708,0.021986961364746
0.0208921432495117,0.0117092132568359,0.0320270061492919,0.0121610164642333,0.0215458869934082,0.0124175548553466,0.0224392414093017
0.020958662033081,0.0115196704864501,0.0312678813934326,0.0121276378631591,0.0218243598937988,0.0122151374816894,0.0231790542602539
0.0218636989593505,0.0116481781005859,0.0316975116729736,0.0117366313934326,0.0221054553985595,0.0125761032104492,0.0229086875915527
0.0213885307312011,0.0115716457366943,0.0322146415710449,0.0111327171325683,0.0218737125396728,0.0112559795379638,0.0239210128784179
0.0214042663574218,0.011486530303955,0.0317249298095703,0.0119194984436035,0.0222301483154296,0.0120716094970703,0.0210983753204345
0.0225546360015869,0.0110774040222167,0.0316164493560791,0.0123019218444824,0.0222702026367187,0.0122694969177246,0.0226602554321289
0.0220413208007812,0.0124979019165039,0.0314843654632568,0.0112602710723876,0.0242102146148681,0.0123045444488525,0.0248901844024658
0.0210146903991699,0.0116524696350097,0.0311598777770996,0.0109038352966308,0.021752119064331,0.0112009048461914,0.0240638256072998
0.0366663932800293,0.0119969844818115,0.0320765972137451,0.0124375820159912,0.022148847579956,0.0115032196044921,0.0217885971069335
0.0216271877288818,0.0111775398254394,0.0321331024169921,0.0109710693359375,0.0370876789093017,0.0113885402679443,0.02120041847229
0.0218682289123535,0.0124070644378662,0.0326080322265625,0.0118186473846435,0.0223846435546875,0.0119152069091796,0.0227911472320556
0.0214507579803466,0.0109865665435791,0.0320870876312255,0.0110449790954589,0.0236122608184814,0.0148148536682128,0.0231034755706787
0.0215933322906494,0.0120432376861572,0.0325708389282226,0.0117318630218505,0.0215387344360351,0.0117692947387695,0.0225677490234375
0.021484375,0.01106858253479,0.0337145328521728,0.0120990276336669,0.0215284824371337,0.0111186504364013,0.0225675106048584
0.0221774578094482,0.0118663311004638,0.0322062969207763,0.0111896991729736,0.0222096443176269,0.0120677947998046,0.0232412815093994
0.0208430290222167,0.0121409893035888,0.031855821609497,0.0111393928527832,0.0215106010437011,0.0147180557250976,0.0236461162567138
0.021411657333374,0.0116896629333496,0.0327293872833251,0.0118370056152343,0.0226905345916748,0.0116362571716308,0.0234074592590332
0.0214996337890625,0.0112371444702148,0.0319619178771972,0.0109541416168212,0.0219035148620605,0.0113439559936523,0.0212767124176025
0.0200252532958984,0.0101923942565917,0.0316994190216064,0.0107202529907226,0.0205464363098144,0.0114130973815917,0.0205552577972412
0.0203592777252197,0.0106105804443359,0.0303616523742675,0.0109331607818603,0.0205564498901367,0.0099625587463378,0.0214536190032959
0.0204834938049316,0.0107560157775878,0.0301704406738281,0.0104825496673583,0.0246477127075195,0.0099334716796875,0.0217776298522949
0.0203607082366943,0.0101113319396972,0.0299324989318847,0.0103304386138916,0.0210175514221191,0.0101959705352783,0.0217726230621337
0.0205075740814209,0.0100476741790771,0.0302667617797851,0.0101516246795654,0.0203959941864013,0.010200023651123,0.0203959941864013
0.0200700759887695,0.0103719234466552,0.0315139293670654,0.011195421218872,0.0205860137939453,0.0119023323059082,0.023963451385498
0.021726369857788,0.0103886127471923,0.0304811000823974,0.0105094909667968,0.0201835632324218,0.0101144313812255,0.0214855670928955
0.0203616619110107,0.0118336677551269,0.03057861328125,0.0111668109893798,0.021707534790039,0.0118048191070556,0.0220265388488769
0.0206382274627685,0.0110969543457031,0.0311384201049804,0.0109703540802001,0.0208489894866943,0.0106337070465087,0.0199286937713623
0.0203814506530761,0.0104694366455078,0.0306217670440673,0.0105321407318115,0.0204744338989257,0.0103561878204345,0.0201125144958496
0.0199701786041259,0.0102696418762207,0.0304672718048095,0.010380744934082,0.020543098449707,0.0103504657745361,0.0200493335723876
0.0202317237854003,0.0102627277374267,0.0315737724304199,0.0116863250732421,0.0203762054443359,0.011202335357666,0.0202002525329589
0.0205645561218261,0.0100846290588378,0.029510498046875,0.0101737976074218,0.0205340385437011,0.010056734085083,0.0232720375061035
0.0202465057373046,0.0114529132843017,0.0298278331756591,0.0101823806762695,0.0219213962554931,0.010157823562622,0.0203306674957275
0.0202343463897705,0.009857177734375,0.0298752784729003,0.0101118087768554,0.0201389789581298,0.010369062423706,0.0213634967803955
0.022226333618164,0.0098078250885009,0.0297913551330566,0.0100598335266113,0.0199131965637207,0.0103452205657958,0.0202124118804931
