distil,none,prune4,qint8,prune6,prune2,qint4,qfloat8
2.9491260051727295,18.696625471115112,13.663541793823242,11.705904722213743,13.955792427062988,13.990325927734377,16.46624255180359,16.831459999084473
1.962740182876587,11.97724962234497,8.129989385604858,10.407093048095703,8.036312818527222,8.30347490310669,9.320589065551758,8.81786298751831
1.9333863258361816,14.466134786605837,8.271605968475342,10.304010152816772,8.095192909240723,8.46554946899414,9.25890564918518,8.755696773529053
1.947744369506836,12.113672018051147,8.11451268196106,10.348612308502195,8.053382396697998,8.193024635314941,9.376066207885742,8.818209648132324
1.953463554382324,15.22329592704773,8.134582996368408,10.397160053253174,8.061623811721802,8.266794681549072,9.316530227661133,8.807639837265015
1.902430772781372,13.97480845451355,8.064993381500244,10.265151977539062,7.953291654586792,8.252192974090576,9.249625205993652,8.74472689628601
1.949531316757202,10.85923671722412,8.092965126037598,10.388281345367432,8.061790227890015,8.195348501205444,9.369235038757324,8.801246404647827
1.9277963638305664,12.611548662185667,8.113067388534546,10.29657220840454,8.047380208969116,8.253887176513672,9.366001844406128,8.787808895111084
1.938266038894653,14.49867057800293,8.120496034622192,10.357515096664429,7.996545314788818,8.250858783721924,9.339417457580566,8.796602010726929
1.902165174484253,12.777981281280518,8.040253639221191,10.226553201675417,7.948237895965576,8.159141063690186,9.25290560722351,8.761060953140259
2.078113555908203,13.02372908592224,8.286185026168823,10.738325595855711,8.213366985321045,8.42113733291626,9.45260739326477,8.943944454193115
1.8832764625549316,14.799689054489136,8.079223871231079,10.247814655303957,7.990071773529053,8.304156303405762,9.304276704788208,8.768003463745117
1.932974338531494,14.818564176559448,8.11420488357544,10.35403847694397,8.020008087158203,8.262176752090454,9.258994102478027,8.785659551620483
1.8772034645080569,11.98827838897705,8.049089431762695,10.240617990493774,7.993653535842896,8.160763263702393,9.316951513290403,8.749319076538086
1.8540306091308592,13.887779712677002,8.045737266540527,10.243419885635376,7.950317144393921,8.177571773529053,9.1863853931427,8.763313293457031
1.8669257164001465,15.27970266342163,8.090598106384277,10.22265076637268,7.9615583419799805,8.204535484313965,9.229580879211426,8.764889478683472
1.88187575340271,13.948145389556885,8.057823419570923,10.231703519821169,7.974550724029541,8.236389636993408,9.28747010231018,8.788602828979492
2.0569236278533936,12.202946901321411,8.305917978286743,10.656656742095947,8.15510606765747,8.449478387832642,9.380100011825562,8.953269481658936
1.9067790508270264,9.349976778030396,8.10143256187439,10.259917259216309,8.003097295761108,8.253912448883057,9.22384786605835,8.825211524963379
1.93560528755188,20.68925404548645,8.088918924331665,10.339380025863647,8.07601523399353,8.257190942764282,9.221028804779053,8.820366621017456
2.070219039916992,19.586830139160156,8.293210744857788,10.68964672088623,8.247857332229614,8.438063383102417,9.32260513305664,8.932962417602539
1.9461002349853516,14.237009048461914,8.096503257751465,10.371607065200806,7.962687730789185,8.300122261047363,9.126933813095093,8.857504844665527
1.8998968601226809,11.067996263504028,8.094941854476929,10.243775606155396,7.932199954986572,8.297547101974487,9.157015085220335,8.826253652572632
1.8367247581481936,10.65498685836792,8.033158779144287,10.19684362411499,7.888761758804321,8.160934448242188,9.11756181716919,8.73293161392212
1.845054626464844,11.12414813041687,7.98878812789917,10.250383377075195,7.881895542144775,8.103041410446167,9.07531452178955,8.758080244064331
1.956660509109497,12.36480188369751,8.093237400054932,10.404793500900269,8.00829029083252,8.29094648361206,9.120288372039797,8.860050439834595
1.8900260925292969,19.376495361328125,8.024503707885742,10.242791175842283,7.981043100357056,8.182023286819458,9.16778564453125,8.79023027420044
1.8462603092193604,16.714508533477783,7.994868040084839,10.21198034286499,7.924654483795166,8.115561246871948,8.981086492538452,8.751351118087769
1.8626165390014648,22.91517210006714,8.061848402023315,10.229552984237673,7.928847312927246,8.09848403930664,8.976058721542358,8.777662754058838
1.9093458652496336,14.90367317199707,8.10806155204773,10.308767318725586,8.021987915039062,8.221649885177612,9.089794397354126,8.796913862228394
1.9094460010528564,10.960398435592651,8.112454652786255,10.316281080245972,7.990501403808594,8.172998189926147,9.033494472503662,8.809495687484741
1.9287586212158203,9.79926586151123,8.092600107192993,10.3407244682312,8.021841526031494,8.221096754074097,9.066182613372805,8.77958607673645
2.4266746044158936,11.38020658493042,9.229549169540403,11.986163854599,9.15998673439026,9.33333706855774,9.894092321395874,9.494391202926636
1.992018222808838,12.20271635055542,8.169259309768677,10.508044242858888,8.0890052318573,8.303492784500122,9.138490676879885,8.885619640350342
1.8505377769470217,15.410706043243408,8.010069608688354,10.22199535369873,7.960874557495117,8.200134515762329,8.955816745758057,8.732325553894043
1.867076396942139,13.580231189727783,8.041321754455566,10.223161697387695,7.984504222869873,8.170244216918945,8.990718126296997,8.75296139717102
1.878032684326172,11.530749559402466,8.05790114402771,10.280149698257446,7.992245197296143,8.184679746627808,9.065171480178831,8.76128625869751
1.9364345073699951,9.95882248878479,8.123378276824951,10.366623878479004,7.990416526794434,8.238598108291626,9.15178632736206,8.795085906982422
2.077901601791382,11.835806131362917,8.309393882751465,10.748140573501589,8.272150993347168,8.39600419998169,9.204894542694092,8.92797040939331
1.9210917949676511,10.7398681640625,8.113314867019653,10.311007499694824,8.005487442016602,8.243856430053711,9.139741659164429,8.766285419464111
